abacus 算盘 
smash 捣碎 
smear 弄□ 
smell 闻 
smile 微笑 
smite 打击;责备 
smith 工匠 
smock 罩衫 
smoke 烟雾;抽烟 
smoking 冒烟的 
smooth 光滑的 
smother 闷;盖 
smuggle 走私 
snail 蜗牛 
snake 蛇 
snap 折断;抢夺 
snare 陷阱;诱陷 
snarl 怒吼;纠缠 
snatch 夺取 
sneak 潜行 
sneer 嘲笑 
sneeze 打喷嚏 
sniff 吸气 
snore 打呼 
snort 作哼声 
snow 雪 
snowy 似雪的 
snuff 吸入鼻中 
snug 舒适的 
so 如此 
so-called 所谓 
soak 浸透 
soap 肥皂 
soar 高飞 
sob 呜咽 
sober 清醒的 
soccer 足球 
social 社会的 
socialism 社会主义 
socialist 社会主义者 
society 社会 
sock 短袜 
socket 插座;凹槽 
sod 草地 
soda 汽水 
sofa 沙发 
soft 柔软的 
soften 变软 
soil 泥土 
sojourn 停留 
solace 安慰 
solar 太阳 
soldier 士兵 
sole 单一的 
solemn 严肃的 
solemnity 严肃 
solicit 律师 
solid 固体的 
solitary 单独的 
solitude 单独 
solo 独唱;独奏 
solution 解答;溶解 
solve 解决 
somber 阴暗的 
some 一些 
somebody 某人 
somehow 不知何故 
someone 某人 
something 某物 
sometime 某时;日後 
sometimes 有时;不时 
somewhat 有点 
somewhere 某处 
son 儿子 
song 歌曲 
sonnet 十四行诗 
soon 不久 
soot 煤灰 
soothe 安慰 
sordid 污秽的 
sore 疼痛的 
sorrow 悲伤 
sorrowful 悲伤的 
sorry 抱歉 
sort 种类 
soul 灵魂 
sound 健全的 
sound 试探 
sound 声音 
soup 羹汤 
sour 酸的 
source 来源 
south 南方 
southeast 东南 
southern 南方的 
southward 向南 
southwest 西南 
southwestward 向西南 
sovereign 具有主权的 
sovereignty 主权 
sow 播种 
space 空间 
spacious 广的 
spade 铲子 
span 短时间 
spangle 金光闪烁 
spank 一巴掌 
spare 饶恕 
spark 火花 
sparkle 火花 
sparrow 麻雀 
speak 说 
speaker 演说者 
spear 矛 
special 特别的 
specialist 专家 
specialize 专门化 
species 种类 
specific 特殊的 
specify 指定 
specimen 样品 
speck 斑点 
speckle 小斑点 
spectacle 奇观;眼镜 
spectacular 壮观的 
spectator 观众 
specter 幽灵 
spectrum 光谱 
speculate 推测 
speculation 推测 
speculative 推理的 
speech 演讲 
speechless 说不出话来 
speed 速率 
speedy 迅速的 
spell 拼 
spelling 拼字 
spend 花费 
sphere 球状 
sphinx 人头狮身 
spice 香料 
spider 蜘蛛 
spike 长钉 
spill 泼掉 
spin 纺 
spinach 菠菜 
spindle 纺锤 
spine 背骨 
spinning 纺织 
spiral 螺旋形 
spire 尖塔 
spirit 精神 
spiritual 心灵上的 
spit 吐 
splash 溅开 
splendid 卓越的 
splendor 光彩 
splinter 碎片 
split 均分 
spoil 弄糟;宠坏 
spoke 辐条 
spokesman 发言人 
sponge 海绵 
sponsor 赞助 
spontaneous 自然的 
spool 线轴 
spoon 匙 
spoonful 一匙 
sport 运动 
sportsman 运动家 
spot 点 
spouse 配偶 
spout 喷出 
spray 喷出 
spread 使蔓延 
spring 春天,跳 
spring 弹簧 
sprinkle □ 
sprout 芽 
spy 间谍 
square 正方形 
squash 压扁 
squat 蹲 
squeak 吱吱声 
squeal 尖声啼哭 
squeeze 压扁 
squire 乡绅 
squirrel 松鼠 
stab 刺 
stability 安定 
stable 坚固的 
stack 堆 
stadium 体育馆 
staff 职员 
stag 雄鹿 
stage □,阶段 
stagger 蹒跚 
stain 污点 
stainless 不锈钢 
stair 楼梯 
staircase 楼梯 
stake 赌注 
stale 不新鲜的 
stalk 茎 
stall 陈列□ 
stammer 口吃 
stamp 邮票;印章 
stamp 顿足;镇压 
stanch 止血 
stanch 坚强的 
stand 站住 
standard 标□ 
standing 身份;地位 
standpoint 立场 
stanza 一节(诗) 
staple 名产;主题 
staple 钉书针 
star 星;明星 
starch 淀粉 
stare 注视 
stark 僵硬的 
starry 多星的 
start 出发;开始 
startle 吃惊 
startling 惊人的 
starvation 饿死 
starve 饥饿 
state 州 
state 状况;声明 
stately 庄严的 
statement 声明书 
statesman 政治家 
station 车站 
stationary 固定的 
stationer 文具商 
stationery 文具 
statistics 统计学 
statue 雕像 
stature 身材 
status 状况;地位 
statute 法规 
stay 停留;延缓 
steadfast 固定的 
steady 稳定的 
steak 牛排;鱼排 
steal 偷窃 
steam 蒸汽 
steamboat 汽船 
steamer 蒸汽机 
steamship 汽船 
steed 骏马 
steel 钢 
steep 险峻的 
steeple 尖顶 
steer 驾驶 
stem 阻止 
stem 柄;□ 
stenographer 速记员 
step 脚步 
stepmother 後母 
sterling 纯品的 
stern 严格的 
stew 炖 
steward 服务员 
stewardess 女服物员 
stick 棍子;插入 
sticky 粘粘的 
stiff 僵硬的 
stiffen 变硬 
stifle 窒息 
stigma 瑕疵 
still 静止 
stillness 静止 
stimulate 刺激 
stimulus 刺激物 
sting 刺;叮 
stir 搅拌 
stirrup 马蹬 
stitch 针法 
stock 存货;股票 
stockholder 股东 
stocking 长袜 
stomach 胃 
stone 石头 
stony 石状的 
stool 凳子;大便 
stoop 弯腰;门廊 
stop 停止 
storage 储藏室 
store 商店 
storehouse 仓库 
storm 暴风雨 
stormy 暴风雨的 
story 故事 
stout 肥硕的 
stove 炉灶 
straight 直的 
straighten 弄直 
straightway 立刻 
strain 血统 
strain 拉紧 
strait 海峡 
strand 一串 
strange 奇怪的 
stranger 陌生人 
strap 皮带;抽打 
stratagem 计策 
straw 稻草;吸管 
strawberry 草莓 
stray □荡 
streak 线条 
stream 溪流 
streamer 饰带 
street 街道 
streetcar 电车 
strength 力气 
strengthen 加强 
strenuous 费力的 
stress 压力;重音 
stretch 张开 
stretcher 担架床 
strew 散播 
stricken 被侵害的 
strict 严格的 
stride 大步走 
strife 争吵 
strike 打击;罢工 
striking 引人注目的 
striking 打击的 
string 细线;绳子 
strip 长条 
strip 脱掉 
stripe 条纹 
striped 有条纹的 
strive 奋□ 
stroke 打击;中风 
stroll 脉搏;笔画 
strong 坚强的 
stronghold 要塞 
structure 构造 
struggle 奋□;挣扎 
strut 昂首阔步 
stub 存根 
stubble 残株 
stubborn 顽固 
stud 饰钉 
student 学生 
studio 工作室 
study 读书 
stuff 东西 
stuff 填塞 
stumble 绊倒;蹒跚 
stump 树桩 
stun 目瞪口呆 
stunt 绝技 
stupendous 惊人的 
stupid 愚笨的 
sturdy 强健的 
style 式样;风格 
subdue 征服 
subject 科目;主词 
subject 提出 
subjunctive 假设语气 
sublime 崇高的 
submarine 潜水艇 
submerge 淹没 
submission 归顺 
submit 建议 
subordinate 附属的 
subscribe 订购 
subscriber 订购者 
subscription 署名;订阅 
subsequent 後来的 
subside 退落 
subsist 存在 
substance 物质;实质 
substantial 大量 
substitute 代替者 
subtle 微妙的 
subtract 减掉 
suburb 郊区 
suburban 郊区的 
subway 地下铁路 
succeed 继承 
success 成功 
successful 成功的 
succession 连续 
successive 连续的 
successor 继承者 
succor 援手 
such 这样的 
suck 吸吮 
sucker 呆子 
sudden 突然的 
sue 控告 
suffer 受苦 
sufferer 受难者 
suffering 痛苦 
sufficient 足够的 
suffix 字尾 
suffocate 窒息 
sugar 糖 
suggest 提议;暗示 
suggestion 建议 
suicide 自杀 
suit 一套;诉讼 
suitable 适合的 
suitcase 手提箱 
suite 套房 
suitor 起诉者 
sulfur 硫磺 
sullen 忧□的 
sum 总和 
summary 摘要 
summer 夏天 
summit 顶 
summon 召集 
sumptuous 奢侈的 
sun 太阳 
sunbeam 阳光 
Sunday 星期日 
sundown 日落 
sunlight 阳光 
sunny 晴天 
sunrise 日出 
sunset 日落 
sunshine 阳光 
superb 极好的 
superficial 表面的 
superfluous 多馀的 
superintendent 监督人 
superior 优越的 
superiority 优越 
superlative 最高的 
superstition 迷信 
superstitious 迷信的 
supervise 监督 
supervision 监督 
supervisor 监督者 
supper 晚餐 
supplement 补充 
supply 供给 
support 支持 
supporter 叁角腹带 
suppose 假使 
supposedly 假定的 
suppress 压制 
supremacy 至高 
supreme 至上的 
sure 的确 
surface 表面 
surge 大浪 
surgeon 外科医生 
surgery 外科手□ 
surmise 推测 
surmount 战胜 
surname 姓 
surpass 优於 
surplus 剩馀 
surprise 使吃惊 
surprisingly 令人惊异的 
surrender 放弃;投降 
surround 围住 
surrounding 环境 
survey 观察;测量 
survive 生存 
survivor 生还者 
susceptible 容易受动摇 
suspect 怀疑 
suspend 暂时停止 
suspense 悬疑 
suspension 悬挂 
suspicion 疑心 
suspicious 可疑的 
sustain 维持 
swallow 吞 
swamp 沼泽 
swan 天鹅 
swarm 群 
sway 摇动 
swear 发誓 
sweat 发汗 
sweater 毛衣 
sweep 打扫 
sweeping 势如破竹的 
sweet 甜 
sweeten 加甜 
sweetheart 爱人 
sweetness 甜美 
swell 涨满 
swift 快的 
swim 游泳 
swine 猪 
swing 摆动 
swirl 漩涡 
switch 开关;替换 
swollen 胀大的 
sword 剑 
syllable 音节 
symbol 象徵 
symmetrical 对称性的 
sympathetic 有同情心的 
sympathize 同情 
sympathy 同情 
symphony 交响曲 
symptom 徵兆;症状 
syndicate 联合组织 
synonym 同义字 
syntax 语法 
syrup 糖浆 
system 系统 
systematic 有系统的 
table 桌子 
tablet 平板 
tack 大头钉 
tackle 钓鱼用具 
tact 机智 
tactics 策略 
tag 标□ 
tail 尾巴 
tailor 裁缝师 
taint 污点 
take 拿 
tale 故事 
talent 才能 
talk 谈论 
tall 高 
tame 驯服的 
tan 黄褐色 
tangle 纠缠 
tank 槽 
tap 轻打;龙头 
tape 胶带;□带 
taper 尖细 
tapestry 绣帷 
tar 焦油 
tardy 缓慢的 
target 目标 
tariff 关税 
tarry 耽搁 
tart 果馅饼 
task 派给工作 
tassel 穗饰 
taste 滋味;品味 
tatter 碎片 
tavern 客栈 
tawny 黄褐色 
tax 租税 
taxation 赋税 
taxi 计程车 
taxpayer 纳税人 
tea 茶 
teach 教导 
teacher 老师 
team 团队 
tear 眼泪;撕破 
tease 取笑 
teaspoon 茶匙 
technical 技□的 
technique 技□ 
tedious 乏味的 
teem 充满 
telegram 电报 
telegraph 电报机 
telephone 电话 
telescope 望眼镜 
tell 告诉 
teller 出纳员 
temper 脾气 
temperament 气质 
temperance 节制 
temperate 有节制的 
temperature 温度 
tempest 暴风雨 
temple 寺庙 
temporary 暂时的 
tempt 勾引 
temptation 诱惑 
tempting 迷人的 
ten 十 
tenant 房客 
tend 走向;照料 
tendency 趋势 
tender 细嫩的 
tenderness 温和性 
tenement 住宅 
tennis 网球 
tenor 男高音 
tense 拉紧;时态 
tension 压力 
tent 帐篷 
tenth 第十 
term □语 
terminal 终点 
terminate 结束 
terrace 平台 
terrible 可怕的 
terribly 可怕地 
terrific 非常的 
terrify 惊吓 
territory 领土 
terror 恐怖 
test 考试 
testament 遗嘱 
testify 证实 
text 本文 
textbook 教科书 
textile 纺织品 
texture 质地 
than 比 
thank 感谢 
thankful 感谢的 
thanksgiving 感恩 
that 那个 
thatch 茅屋顶 
thaw 解冻 
the 这 
theater 戏院 
theatrical 戏剧化的 
thee 你 
theft 偷窃 
their 他们的 
theirs 他们的东西 
them 他们 
theme 主题 
themselves 他们自己 
then 当时 
thence 从此 
theological 神学的 
theology 神学 
theory 理论 
there 那□ 
thereabout 在那附近 
thereafter 在那之後 
thereby 因此 
therefore 所以 
therein 在其中 
thereof 关於 
thereon 在那上面 
thereupon 立刻 
therewith 随後 
thermometer 温度计 
these 这些 
they 他们 
thick 厚的 
thicken 变厚 
thicket 丛林 
thickness 厚度 
thief 窃贼 
thigh 大腿 
thimble 顶针 
thin 薄的 
thine 你的 
thing 东西 
think 思考 
third 第叁 
thirst 口渴 
thirsty 渴的 
thirteen 十叁 
thirteenth 第十叁 
thirtieth 第叁十 
thirty 叁十 
this 这个 
thistle 蓟 
thither 到那□ 
thorn 刺 
thorough 完全的 
those 那些 
thou 你 
though 虽然 
thought 观念 
thoughtful 关心的 
thoughtless 不注意的 
thousand 千 
thrash 鞭打 
thread 细线 
threat 威胁 
threaten 威胁 
three 叁 
threshold 入门 
thrice 叁倍地 
thrift 节俭 
thrifty 节俭的 
thrill 颤抖 
thrive 兴盛 
throat 喉咙 
throb 跳动 
throne 王座 
throng 群众 
through 经过 
throughout 遍及 
throw 丢掉 
thrush 画眉鸟 
thrust 插入 
thumb 拇指 
thump 重击 
thunder 雷声 
Thursday 星期四 
thus 如此 
thwart 阻桡 
thyself 你自己 
tick 滴答声 
ticket 票 
tickle 搔□ 
tide 潮汐 
tidings 消息 
tidy 整洁的 
tie 打结 
tiger 老虎 
tight 紧的 
tighten 束紧 
tile 砖瓦 
till 直到 
tilt 倾斜 
timber 木料 
time 时间 
timely 及时的 
timid 胆小的 
tin 锡 
tinge 轻染 
tingle 刺痛 
tinker 修补匠 
tinkle 叮□声 
tint 色彩 
tiny □小的 
tip 小费 
tiptoe 趾尖 
tire 疲倦 
tired 疲倦的 
tiresome 讨厌 
tissue 组织;薄纸 
title 标题 
to 向;往 
toad 蟾蜍 
toast 烤□包 
tobacco 烟草 
today 今天 
toe 脚趾 
together 一起 
toil 劳累 
toilet 厕所 
token 象徵 
tolerable 可容忍的 
tolerate 宽容 
toll 通行税 
tomato 蕃茄 
tomb 坟墓 
tomorrow 明天 
ton 吨 
tone 音调 
tongs 夹钳 
tongue 舌头 
tonight 今晚 
tonnage 吨数 
too 太 
tool 工具 
tooth 牙齿 
top 顶 
topic 论题 
torch 火炬 
torment 折磨 
torrent 急流 
tortoise 龟 
torture 折磨 
toss 掷钱 
total 总计 
totally 统统 
totter 蹒跚 
touch 触摸 
touching 动人的 
tough 强硬的 
tour 周□ 
tourist 观光客 
tournament 竞技 
tow 拖车;拖船 
toward 朝向 
towel 毛巾 
tower 塔 
towering 高耸的 
town 镇 
township 镇区 
toy 玩具 
trace 迹象 
track 跑道 
tractor 拖曳机 
trade 生意 
trader 商人 
tradesman 零售商 
tradition 传统 
traditional 传统的 
traffic 交通 
tragic 悲剧 
trail 迹,线索 
trailer 活动房屋 
train 列车 
trainer 训练者 
training 训练 
trait 特徵 
traitor 叛逆者 
tram 电车 
tramp 践踏 
trample 践踏 
tranquil 宁静的 
tranquility 宁静 
transact 交易 
transaction 交易 
transfer 迁移 
transform 变换 
transformation 变换 
transient 暂时寄 
transit 运输 
transition 过渡时期 
transitive 及物的 
translate 翻译 
translation 翻译 
transmission 传送 
transmit 传送 
transparent 透明的 
transport 输送 
transportation 转运 
transverse 横断物 
trap 圈套 
travel □历 
traveler 旅客 
traverse 横过 
tray 盘子 
treachery 背叛 
tread 践踏 
treason 叛逆 
treasure 财宝 
treasurer 出纳员 
treasury 宝库 
treat 对待 
treatise 论述 
treatment 待遇 
treaty 条约 
treble 叁重的 
tree 树 
tremble 发抖 
tremendous 很大的 
tremulous 发抖的 
trench 渠沟 
trend 趋势 
trespass 侵害 
trial 试验,审判 
triangle 叁角形 
tribe 部落 
tribute 贡物 
trick 秘诀 
trickle 滴流 
trifle 琐事 
trifling 些许的 
trim 修剪 
trinity 叁位一体 
trip 旅行;旅程 
triple 叁倍的 
triumph 凯旋 
triumphant 获胜的 
trivial 琐细的 
trolley 手推车 
troop 军队 
trophy 纪念奖 
tropic 热带 
tropical 热带的 
trot 快步跑 
trouble 困难 
troublesome 麻烦的 
trough 槽 
trouser 裤子 
trout 尊鱼 
truck 卡车 
true 真的 
truly 真实地 
trumpet 喇叭 
trunk 躯□ 
trust 信任 
trustee 受□人 
trusting 相信的 
trusty 可信任的 
truth 真理 
truthful 诚实的 
try 试 
trying 难捱的 
tub 浴盆 
tube 筒 
tuck 挤进 
Tuesday 星期二 
tug 强拉 
tulip □金香 
tumble 滚落 
tune 调子 
tunnel 隧道 
turbulent 不稳定气流 
turf 草地 
turn 转动 
turnip 芜菁 
turtle 海龟 
tutor 家庭教师 
tweed 斜纹软呢 
twelfth 第十二 
twelve 十二 
twentieth 第二十 
twenty 二十 
twice 两次 
twilight 微明 
twin 双胞胎 
twine 合股线 
twinkle 闪亮 
twinkling 闪烁的 
twist 扭转 
two 二 
type 样式,打字 
typewriter 打字机 
typhoid 伤寒症 
typhoon □风 
typical 典型的 
typist 打字员 
tyranny 暴政 
tyrant 暴君 
ugly □的 
ultimate 最後的 
ultimately 最後 
umpire 裁判 
unable 不能 
unanimous 全场一致的 
unarmed 未武装的 
unaware 不觉察的 
unbearable 不堪忍受的 
unbroken 完整的 
uncertainty 不确定 
unchanged 不变的 
uncle 伯父;叔父 
uncomfortable 不舒适的 
uncommon 稀有的 
unconscious 失去意识的 
unconsciously 无意识地 
uncover 暴露 
under 在下 
underbrush 草丛 
undergo 经历 
underground 在地下的 
underline 底线 
underneath 在下面 
understand 了解;明白 
understanding 理解 
undertake 承担 
underwear 内衣裤 
underworld 地狱 
undesirable 讨人厌的 
undisturbed 安静的 
undo 解开 
undone 未完成的 
undress 脱衣服 
uneasily 不自在地 
uneasiness 不自在 
uneasy 不安的 
unemployment 失业 
unequal 不平衡的 
uneven 不平的 
unexpected 意外的 
unfair 不公平的 
unfavorable 不利的 
unfinished 未完成的 
unfit 不适当的 
unfold 展开 
unfortunate 不幸的 
unfortunately 不幸地 
ungrateful 忘恩负义的 
uniform 制服 
uniformly 相同地 
unimportant 不重要的 
union 联盟;工会 
unique 唯一的 
unit 单位 
unite 联合 
united 联合的 
unity 单一;整体 
universal 宇宙的 
universally 普遍地 
universe 宇宙 
university 大学 
unjust 不公平 
unkind 不仁的 
unknown 未知的 
unless 除非 
unlike 不同的 
unlimited 无限的 
unload 卸下 
unlock 开锁 
unlucky 不幸的 
unmarried 未婚 
unmoved 不动摇的 
unnatural 不自然的 
unnecessary 不必要的 
unoccupied 没人住的 
unpleasant 不愉快的 
unprecedent 空前的 
unreasonable 不合理的 
unrest 不安 
unseen 看不见的 
unspeakable 无法形容的 
unsuccessful 不成功的 
untie 解开 
until 直到 
unto 至;到 
untouched 未提及的 
untrue 不确实的 
unusual 不平常的 
unwelcome 不受欢迎的 
unwilling 不情□的 
unwise 不智的 
unworthy 不值得的 
up 向上地 
uphold 支持;举起 
upland 高地 
uplift 抬起 
upon 在□之上 
upper 上面的 
upright 直立的 
uprising 叛乱 
uproar 骚动 
uproot 拔根 
upset 烦恼 
upside 上边 
upward 向上地 
upwards 向上地 
urchin 顽童 
urge 催促 
urgent 紧急的 
urn 骨□ 
us 我们 
usage 用法 
use 利用 
useful 有用的 
useless 无用的 
usher 招待员 
usual 平常的 
usurp 霸□ 
utensil 用具 
utility 公益事业 
utilize 利用 
utmost 极端的 
utter 完全的	
utter 说出
utterance 发言
vacancy 空缺
vacant 空的
vacation 假期
vaccine 疫苗
vacuum 真空
vagabond 流浪者
vagrant 流浪者 
vague 含糊的 
vain 无效的 
vale 分离;再会 
valiant 英勇的 
valley 山谷 
valor 勇气 
valuable 有价值的 
valuation 评价 
value 价值 
valve 活塞 
van 货车 
vanish 消失 
vanity 浮华 
vanquish 征服 
vapor 水蒸气 
variable 会变的 
variation 变化 
varied 不同的 
variety 变化 
various 不同的 
varnish 油光漆 
vary 改变 
vase 花瓶 
vassal 附庸 
vast 大量的 
vat 大桶 
vault 撑竿跳 
vegetable 蔬菜 
vegetation 植物 
vehemence 猛烈 
vehement 猛烈的 
vehicle 车辆 
veil 面罩 
vein 血管 
velocity 迅速 
velvet 丝绒 
venerable 可敬的 
vengeance □仇 
venom 毒物 
vent 出口 
ventilate 通风 
ventilation 通风 
venture 冒险 
veranda 走廊 
verb 动词 
verdict 判决 
verge 边缘 
verify 证实 
verily 真正地 
verse 韵文 
version 版本 
vertical 垂直的 
very 很 
vessel 容器;船 
vest 背心 
vestige 痕迹 
veteran 退伍军人 
veto 否决 
vex 激怒 
vexation 苦恼 
vibrate 震动 
vibration 震动 
vice 罪恶 
vicepresident 副总统
vicinity 附近
vicious 邪恶的
victim 受害者
victor 胜利者
victory 胜利
videotape 录象带
view 景色
viewpoint 观点
vigilance 警戒
vigor 活力
vigorous 精力充沛的
vile 恶劣的 
villa 别墅 
village 乡村 
villager 村民 
villain 恶棍 
vine 藤蔓 
vinegar 醋 
vineyard 葡萄园 
violate 违犯 
violation 犯法 
violence 暴乱 
violent 强暴的 
violet 紫罗兰色 
violin 小提琴 
viper 毒蛇 
virgin 处女 
virtually 实质上 
virtue 道德 
virtuous 有德行的 
visible 看得见的 
vision 视力 
visit 访问 
visitor 访问者 
visual 视觉的 
vital 有活力的 
vitality 生命力 
vitamin 维他命 
vivid 生动的 
vocabulary 语□ 
vocal 发声的 
vogue 时髦 
voice 声音 
void 空的 
volcanic 火山的 
volcano 火山 
volleyball 排球 
volume 册 
voluntary 自□的 
volunteer 志□者 
vote 投票 
vow 誓言 
vowel 母音 
voyage 航行 
vulgar 粗俗的阶级 
wade 在水步行 
wafer 感化饼乾 
wag 摇摆 
wage 工资;薪水 
wager 赌注 
wagon 运货马车 
wail 哀泣 
waist 腰 
waistcoat 背心 
wait 等 
waiter 侍者 
waiting 等候 
wake 醒 
waken 醒来 
walk 走 
wall 墙壁 
wallet 钱袋 
walnut 胡桃 
wand 棒 
wander 徘徊 
wanderer 流浪者 
wane 亏缺 
war 战争 
ward 病房 
warden 典狱长 
wardrobe 衣厨 
ware 器具 
warehouse 仓库 
warfare 战争 
warlike 好战的 
warm 温暖的 
warmth 温暖 
warning 警告 
warp 弯曲 
warrant 保证 
warrior 战士 
warship 军舰 
wary 警觉的 
was 是 
wash 洗涤 
washing 洗涤 
wasp 黄蜂 
waste 浪费 
wasteful 浪费的 
watch 注意看 
watchful 注意的 
watchman 看手者 
water 水 
waterfall 瀑布 
waterproof 防水的 
waterway 水路 
watery 含水的 
wave 波浪 
waver 摇摆 
wax 蜡;渐盈 
way 道赂 
wayside 路边 
wayward 任性的 
we 我们 
weak 虚弱的 
weaken 削弱 
weakness 虚弱 
wealth 财富 
wealthy 富有的 
weapon 武器 
wear 穿带 
wearily 疲劳地 
weariness 疲劳 
weary 疲劳的 
weasel 黄鼠狼 
weather 天气 
weave 编织 
weaver 纺织者 
web 纺织品;网 
wed 婚嫁 
wedding 婚礼 
wedge 楔形物 
Wednesday 星期叁 
wee 细小的 
week 星期 
weekday 平常日 
weekend 周末 
weep 哭泣 
weigh 称重 
weight 重量 
weird 怪异的 
welcome 欢迎 
welfare 福利 
well 很好 
wellknown 着名的 
were 是 
west 西方 
western 西方的 
westward 向西的 
wet □的 
whale 鲸鱼
whack 痛击
wharf 码头
whatever 无论如何
wheat 小麦 
wheel 轮子 
when 何时 
whence 何处;何以 
whenever 无论何时 
where 何处 
whereas 然而 
whereby 如何 
wherefore 何故 
wherein 在其中 
whereupon 於是 
wherever 无论何处 
whether 是否 
which 哪一个 
whichever 无论何者 
while 当□时 
whim 突然的念头 
whimper 呜咽 
whine 发牢骚 
whip 鞭笞 
whir 呼呼声 
whirl 旋转 
whirlwind 旋风 
whisk 拂扫 
whisker 触□ 
whisky 威士忌酒 
whisper 耳语 
whistle 吹口哨 
whit 一点 
white 白色 
whiten 漂白 
whiteness 白色 
whither 向何处 
who 何人 
whoever 无论何人 
whole 全部的 
wholesale 批发 
wholesome 有益的 
wholly 完全地 
whom 谁 
whoop 呼叫声 
whose 谁的 
why 为什麽 
wicked 邪恶的 
wide 宽阔 
widely 广泛地 
widen 加宽 
widespread 普及的 
widow 寡妇 
width 宽度 
wife 妻子 
wig 假□ 
wigwam 帐篷 
wild 野生的 
wildcat 野猫 
wilderness 荒野 
will 意志;遗嘱 
will 会 
willful 情□的 
willing 情□的 
willingness 意□ 
willow 柳树 
wilt 枯萎 
win 获胜 
wince 退避 
wind 风 
wind 弯曲;上□ 
winding □旋 
windmill 风车 
window 窗子 
windy 有风的 
wine 水果酒 
wink 眨眼睛 
winner 胜利者 
winning 胜利的 
winter 冬天 
wintry 寒冬的 
wipe 擦掉 
wire 电线 
wireless 无线电的 
wiry 金属线的 
wise 聪明的 
wish □望 
wishful 渴望的 
wit 智能 
witch 巫婆 
witchcraft 巫□ 
with 和 
withal 又;□且 
withdraw 撤回 
wither 枯萎 
withhold 扣留 
within 在□之内 
without 没有 
withstand 对抗 
witness 证人 
witty 机智的 
wizard 男巫 
woe 悲痛 
woeful 悲痛的 
wolf 狼 
woman 女人 
wonder 奇□ 
wonderful 奇妙的 
wondrous 惊人的 
wont 习惯的 
woo 求爱 
wood 木材 
wooded 多树木的 
wooden 木□的 
woodland 林地 
woodman 樵夫 
woodpecker 啄木鸟 
wool 羊毛 
woolen 羊毛的 
word 文字 
work 工作 
worker 工人 
working 工作的 
workmanship 手艺 
workshop 工作室 
world 世界 
worldly 世俗的 
worm □ 
worry 使烦恼 
worse 更坏的 
worship 崇拜 
worshipper 崇拜者 
worst 最坏的 
worth 值得 
worthless 无用的 
worthy 值得的 
wound 伤 
wrap 包 
wrath 愤怒 
wreath 花圈 
wreathe 成圈 
wreck 遇难船 
wrench 螺旋钳 
wrest 扭 
wrestle 摔角 
wrestling 摔角 
wriggle 蠕动前进 
wrinkle 皱纹 
wrist 手腕 
writ 令状 
write 写 
writer 作家 
writing 着述 
wrong 错 
yacht □艇 
yard 庭院 
yard 码 
yarn 毛线 
yawn 哈欠 
yea 是的 
year 年 
yearly 每年的 
yeast 酵母 
yell 叫喊 
yellow 黄色 
yes 是 
yesterday 昨天 
yet 迄今 
yield 产生 
yoke 轭 
yonder 那边 
you 你;你们 
young 年轻的 
youngster 少年 
your 你的 
yourself 你自己 
youth 青年 
youthful 年青的 
zeal 热心 
zealous 热心的 
zero 零 
zest 热心 
zinc 锌 
zone 地带 
zoo 动物园 
zoological 动物学的 
zoology 动物学  
